,Title,Developer(s),Publisher(s),Release date,Release date,Release date,Ref.
,Title,Developer(s),Publisher(s),Japan,North America,PAL region,Ref.
507,Harukanaru Augusta 3: Masters New,T&E Soft,T&E Soft,"December 8, 1995",Unreleased,Unreleased,
508,Harvest Moon•Bokujou MonogatariJP,Pack-In-Video,Pack-In-Video (JP)Natsume (NA)Nintendo (EU),"August 9, 1996","June 25, 1997","January 29, 1998",
509,Hashire Hebereke,Sunsoft,Sunsoft,"December 22, 1994",Unreleased,Unreleased,
510,Hat Trick Hero 2,Neverland,Taito,"July 29, 1994",Cancelled,Unreleased,
511,Hatayama Hatch no Pro Yakyuu News! Jitsumei Han,Agenda,Epoch Co.,"October 29, 1993",Unreleased,Unreleased,
512,Hayashi Kaihou Kudan no Igo Oodou,,ASK,"March 22, 1996",Unreleased,Unreleased,
513,Hayazashi Nidan Morita Shogi,Random House,SETA,"June 18, 1993",Unreleased,Unreleased,
514,Hayazashi Nidan Morita Shogi 2,Random House,SETA,"May 26, 1995",Unreleased,Unreleased,
515,Hebereke no Oishii Puzzle: ha Irimasen ka,,Sunsoft,"August 31, 1994",Unreleased,Unreleased,
516,Hebereke's Popoitto•Popoitto HeberekeJP,Sunsoft,Sunsoft,"July 28, 1995",Unreleased,"September 30, 1995",
517,Hebereke's Popoon,Sunsoft,Sunsoft,"December 22, 1993",Unreleased,"February 22, 1994",
518,Heian Fuuunden,Natsume,KSS,"September 29, 1995",Unreleased,Unreleased,
519,Heisei Gunjin Shougi,,Carrozzeria,"January 26, 1996",Unreleased,Unreleased,
520,Heisei Inu Monogatari Bow: Pop'n Smash!!,,Takara,"April 28, 1994",Unreleased,Unreleased,
521,Heisei Shin Oni Ga Shima (Part 1),,Nintendo,"May 23, 1998",Unreleased,Unreleased,
522,Heisei Shin Oni Ga Shima (Part 2),,Nintendo,"May 23, 1998",Unreleased,Unreleased,
523,Heiwa Pachinko World,Office Koukan,Shouei,"February 24, 1995",Unreleased,Unreleased,
524,Heiwa Pachinko World 2,,Shouei,"September 29, 1995",Unreleased,Unreleased,
525,Heiwa Pachinko World 3,,Shouei,"April 26, 1996",Unreleased,Unreleased,
526,Heiwa Parlor! Mini 8: Pachinko Jikki Simulation Game,,Nippon Telenet,"January 30, 1998",Unreleased,Unreleased,
527,Hercules no Eikou III,Data East,Data East,"April 24, 1992",Unreleased,Unreleased,
528,Hercules no Eikou IV,Data East,Data East,"October 21, 1994",Unreleased,Unreleased,
529,Hero Senki: Project Olympus,Winkysoft,Banpresto,"November 20, 1992",Unreleased,Unreleased,
530,Higashio Osamu Kanshuu Super Pro Yakyuu Stadium,C-Lab,Tokuma Shoten,"September 30, 1993",Unreleased,Unreleased,
531,Hiouden: Mamono-tachi tono Chikai,Wolf Team,Wolf Team,"February 11, 1994",Unreleased,Unreleased,
532,Hiryuu no Ken S: Hyper Version,Culture Brain,Culture Brain,"December 11, 1992",Unreleased,Unreleased,
533,Hissatsu Pachinko Collection,,Sunsoft,"October 21, 1994",Unreleased,Unreleased,
534,Hissatsu Pachinko Collection 2,,Sunsoft,"March 24, 1995",Unreleased,Unreleased,
535,Hissatsu Pachinko Collection 3,,Sunsoft,"November 2, 1995",Unreleased,Unreleased,
536,Hissatsu Pachinko Collection 4,,Sunsoft,"August 30, 1996",Unreleased,Unreleased,
537,Hisshou 777 Fighter: Pachi-Slot Ryuuguu Densetsu,Jorudan,VAP,"January 14, 1994",Unreleased,Unreleased,
538,Hisshou 777 Fighter II: Pachi-Slot Maruhi Jouhou,Jorudan,VAP,"August 19, 1994",Unreleased,Unreleased,
539,Hisshou 777 Fighter III: Kokuryuu Ou no Fukkatsu,Jorudan,VAP,"September 15, 1995",Unreleased,Unreleased,
540,Hisshou Pachi-Slot Fun,,Pow,"December 16, 1994",Unreleased,Unreleased,
541,Hit the Ice,Taito,Taito,Unreleased,"February 1, 1993",Unreleased,
542,Hokuto no Ken 5,Shouei,Toei Animation,"July 10, 1992",Unreleased,Unreleased,
543,Hokuto no Ken 6,Shouei,Toei Animation,"November 20, 1992",Unreleased,Unreleased,
544,Hokuto no Ken 7,Shouei,Toei Animation,"December 24, 1993",Unreleased,Unreleased,
545,Holy Umbrella: Dondera no Mubo,Earthly Soft,Naxat Soft,"September 25, 1995",Unreleased,Unreleased,
546,Home Alone,Imagineering,THQ,"August 11, 1992","December 30, 1991",1992,
547,Home Alone 2: Lost in New York,Imagineering,THQ,Unreleased,"October 1, 1992","January 1, 1993",
548,Home Improvement: Power Tool Pursuit!,Imagineering,Absolute Entertainment,Unreleased,"November 1, 1994",Unreleased,
549,Honkaku Mahjong: Tetsuman,Syscom,Naxat Soft,"September 24, 1993",Unreleased,Unreleased,
550,Honkaku Mahjong: Tetsuman II,Khaos,Naxat Soft,"October 21, 1994",Unreleased,Unreleased,
551,Honkaku Shougi: Fuuunji Ryuuou,Aisystem Tokyo,Virgin Interactive,"December 22, 1994",Unreleased,Unreleased,
552,Honkakuha Igo: Gosei,Aisystem Tokyo,Taito,"October 28, 1994",Unreleased,Unreleased,
553,Honke Sankyo Fever: Jikkyou Simulation,Vistec,Den'Z,"June 10, 1995",Unreleased,Unreleased,
554,Honke Sankyo Fever: Jikkyou Simulation 2,Vistec,Boss Communications,"December 15, 1995",Unreleased,Unreleased,
555,Honke Sankyo Fever: Jikkyou Simulation 3,Vistec,Boss Communications,"August 30, 1996",Unreleased,Unreleased,
556,Honoo no Doukyuuji: Dodge Danpei,,Sunsoft,"July 31, 1992",Unreleased,Unreleased,
557,Hook,Ukiyotei,Sony Imagesoft,"July 17, 1992","October 13, 1992",1992,
558,Horai Gakuen no Bouken!,Dynamite,J-Wing,"April 19, 1996",Unreleased,Unreleased,
559,Houkago in Beppin Jogakuin,Access,Imagineer,"February 3, 1995",Unreleased,Unreleased,
560,Human Baseball,Human Entertainment,Human Entertainment,"August 6, 1993",Unreleased,Unreleased,
561,Human Grand Prix III: F1 Triple Battle,Human Entertainment,Human Entertainment,"September 30, 1994",Unreleased,Unreleased,
562,Human Grand Prix IV: F1 Dream Battle,Human Entertainment,Human Entertainment,"August 25, 1995",Unreleased,Unreleased,
563,The Humans,Imagitec Design,GameTek,Unreleased,Cancelled,"December 31, 1993",
564,Hungry Dinosaurs•Harapeko BakkaJP,Magical Company,Sunsoft,"October 19, 1994",Unreleased,"January 3, 1995",
565,The Hunt for Red October,Riedel Software Productions,Hi Tech Expressions,"October 1, 1993","January 1, 1993",1993,
566,Hurricanes,Probe Entertainment,U.S. Gold,Unreleased,"December 31, 1994",1995,
567,Hyper Battle Game: Zen Nihon GT Senshuken,C.P. Brain,Banpresto,"September 29, 1995",Unreleased,Unreleased,
568,Hyper Iria,TamTam,Banpresto,"October 13, 1995",Unreleased,Unreleased,
569,Hyper V-Ball•Super Volley IIJP,Video System,Video System (JP)MC O'River (NA)Ubisoft (EU),"December 25, 1992","June 1, 1994",1994,
570,HyperZone,HAL Laboratory,HAL Laboratory,"August 31, 1991","September 1, 1991",1992,
571,Idea no Hi,Office Koukan,Shouei,"March 18, 1994",Unreleased,Unreleased,
572,The Ignition Factor•Fire FightingJP,Jaleco,Jaleco,"November 1, 1994","January 1, 1995",Unreleased,
573,Igo Club,,Hect,"January 26, 1996",Unreleased,Unreleased,
574,Ihatovo Monogatari,Hect,Hect,"March 5, 1993",Unreleased,Unreleased,
575,Illusion of Gaia•Illusion of TimeEU•Gaia GensoukiJP,Quintet,Enix (JP)Nintendo (NA/EU),"November 27, 1993","September 1, 1994","April 27, 1995",
576,Illvanian no Shiro,,Nippon Clary Business,"October 28, 1994",Unreleased,Unreleased,
577,Imperium•Kidou Soukou DaionJP,Jorudan,Vic Tokai,"December 14, 1992","November 1, 1992",Unreleased,
578,Inazuma Serve da!! Super Beach Volley,,Virgin Interactive,"August 4, 1995",Unreleased,Unreleased,
579,Incantation,Titus Software,Titus Software,Unreleased,"December 1, 1996",1996,
580,The Incredible Crash Dummies•The Incredible Crash Dummies: Slick Bouya no DaichousenJP,Gray Matter,LJN,"September 30, 1994","October 1, 1993",1993,
581,The Incredible Hulk,Probe Entertainment,U.S. Gold,Unreleased,"August 1, 1994",1993,
582,Indiana Jones' Greatest Adventures,Factor 5,JVC Musical Industries / LucasArts,"October 11, 1994","October 11, 1994","July 27, 1995",
583,Inindo: Way of the Ninja•Super Inindo: Datou NobunagaJP,Koei,Koei,"March 19, 1993","March 1, 1993",Unreleased,
584,Inspector Gadget,AIM,Hudson Soft,Unreleased,"December 1, 1993",Unreleased,
585,International Sensible Soccer: World Champions,Sensible Software,Renegade Software,Unreleased,Unreleased,1994,
586,International Superstar Soccer•Jikkyou World Soccer: Perfect ElevenJP,Konami,Konami,"November 11, 1994","June 1, 1995","May 23, 1995",
587,International Superstar Soccer Deluxe•Jikkyou World Soccer 2: Fighting ElevenJP,Konami,Konami,"September 22, 1995","November 1, 1995","January 25, 1996",
588,International Tennis Tour,Loriciel,Taito,"March 26, 1993","November 1, 1993",1993,
589,Ippatsu Gyakuten: Keiba Keirin Kyoutei,Electronics Application,Pow,"April 26, 1996",Unreleased,Unreleased,
590,The Irem Skins Game•The Irem Major TitleEU,Irem,Irem,"December 4, 1992","October 1, 1992",1993,
591,Iron Commando: Koutetsu no Senshi,Arcade Zone,Poppo,"February 10, 1995",Unreleased,Cancelled,
592,Isozuri: Ritou Hen,,Pack-In-Video,"January 19, 1996",Unreleased,Unreleased,
593,Itadaki Street 2: Neon Sign wa Bara Iro ni,Tomcat System,Enix,"February 26, 1994",Unreleased,Unreleased,
594,The Itchy & Scratchy Game,Bits Studios,Acclaim Entertainment,Unreleased,"March 1, 1995",1995,
595,Itoi Shigesato no Bass Tsuri No. 1,HAL Laboratory,Nintendo,"February 21, 1997",Unreleased,Unreleased,
596,Itou Haka Rokudan no Shougi Doujou,,ASK,"February 4, 1994",Unreleased,Unreleased,
597,Izzy's Quest for the Olympic Rings,Alexandria,U.S. Gold,Unreleased,"November 1, 1995",1995,
598,J.League '96 Dream Stadium,A.I.,Hudson Soft,"June 1, 1996",Unreleased,Unreleased,
599,J.League Excite Stage '95,A-Max,Epoch,"April 28, 1995",Unreleased,Unreleased,
600,J.League Excite Stage '96,A-Max,Epoch,"April 26, 1996",Unreleased,Unreleased,
601,J.League Soccer Prime Goal,Namco,Namco,"August 6, 1993",Unreleased,Unreleased,
602,J.League Soccer Prime Goal 2,,Namco,"August 5, 1994",Unreleased,Unreleased,
603,J.League Super Soccer '95 Jikkyou Stadium,A.I.,Hudson Soft,"March 17, 1995",Unreleased,Unreleased,
604,"J.R.R. Tolkien's The Lord of the Rings, Vol. I",Interplay Entertainment,Interplay Entertainment,Unreleased,October 1994,"May 23, 1995",
605,Jack Nicklaus Golf,Leland Interactive Media,Tradewest,Unreleased,"May 15, 1992",1992,
606,Jaki Crush,Compile,Naxat Soft,"December 18, 1992",Unreleased,Unreleased,
607,Jaleco Rally: Big Run: The Supreme 4WD Challenge,,Jaleco,"March 20, 1991",Cancelled,Unreleased,
608,James Bond Jr.,Gray Matter,THQ,Unreleased,"October 1, 1992",1992,
609,James Pond 3: Operation Starfish,Millennium Interactive,Electronic Arts,Unreleased,Unreleased,1993,
610,Jammes,Mighty Craft,Carrozzeria,"February 10, 1995",Unreleased,Unreleased,
611,Jammit,GTE Interactive Media,GTE Interactive Media,Unreleased,November 1994,Unreleased,
612,Janyuuki Gokuu Randa,,Virgin Interactive,"January 13, 1995",Unreleased,Unreleased,
613,JB The Super Bass,Gaps,Naxat Soft,"December 15, 1995",Unreleased,Unreleased,
614,Jelly Boy,Probe Entertainment,Ocean Software,Unreleased,Cancelled,March 1995,
615,Jeopardy!,Imagineering,GameTek,Unreleased,"December 1, 1992",Unreleased,
616,Jeopardy! Deluxe Edition,,GameTek,Unreleased,June 1994,Unreleased,
617,Jeopardy! Sports Edition,,GameTek,Unreleased,May 1994,Unreleased,
618,The Jetsons: Invasion of the Planet Pirates•Youkai Buster: Ruka no DaiboukenJP,Sting Entertainment,Kadokawa Shoten (JP)Taito (NA),"June 9, 1995",June 1994,Unreleased,
619,Jikkyou Keiba Simulation: Stable Star,KCEO,Konami,"March 22, 1996",Unreleased,Unreleased,
620,Jikkyou Oshaberi Parodius,KCEO,Konami,"December 15, 1995",Unreleased,Unreleased,
621,Jikkyou Power Pro Wrestling '96: Max Voltage,Diamond Head,Konami,"September 13, 1996",Unreleased,Unreleased,
622,Jikkyou Powerful Pro Yakyuu: Basic Han '98,Diamond Head,Konami,"March 19, 1998",Unreleased,Unreleased,
623,Jikkyou Powerful Pro Yakyuu '94,,Konami,"March 11, 1994",Cancelled,Unreleased,
624,Jikkyou Powerful Pro Yakyuu '96 Kaimaku Han,Diamond Head,Konami,"July 19, 1996",Unreleased,Unreleased,
625,Jikkyou Powerful Pro Yakyuu 2,,Konami,"February 24, 1995",Unreleased,Unreleased,
626,Jikkyou Powerful Pro Yakyuu 3,Diamond Head,Konami,"February 29, 1996",Unreleased,Unreleased,
627,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,Diamond Head,Konami,"March 20, 1997",Unreleased,Unreleased,
628,Jim Lee's WildC.A.T.S: Covert Action Teams,Beam Software,Playmates Interactive,Unreleased,November 1995,Unreleased,
629,Jim Power: The Lost Dimension in 3-D,Loriciel,Electro Brain,Unreleased,"December 10, 1993",Unreleased,
630,Jimmy Connors Pro Tennis Tour,Blue Byte,Ubisoft,"October 29, 1993","December 1, 1992","October 27, 1994",
631,Jimmy Houston's Bass Tournament U.S.A.•Jissen! Bass Fishing Hisshouhou in USAJP,American Sammy,American Sammy,"August 25, 1995","November 1, 1995",Unreleased,
632,Jirou Akagawa: Majotachi no Nemuri,Minato Giken,Pack-In-Video,"November 24, 1995",Unreleased,Unreleased,
633,Jissen Kyoutei,Aisystem Tokyo,Imagineer,"June 23, 1995",Unreleased,Unreleased,
634,Jissen Pachi-Slot Hisshouhou,,Sammy Corporation,"November 26, 1993",Unreleased,Unreleased,
635,Jissen Pachi-Slot Hisshouhou! 2,,Sammy Corporation,"September 16, 1994",Unreleased,Unreleased,
636,Jissen Pachi-Slot Hisshouhou! Classic,,Sammy Corporation,"July 7, 1995",Unreleased,Unreleased,
637,Jissen Pachi-Slot Hisshouhou! Twin,,Sammy Corporation,"March 15, 1997",Unreleased,Unreleased,
638,Jissen Pachi-Slot Hisshouhou! Twin Vol. 2,Tose,Sammy Corporation,"September 12, 1997",Unreleased,Unreleased,
639,Jissen Pachi-Slot Hisshouhou! Yamasa Densetsu,,Sammy Corporation,"April 5, 1996",Unreleased,Unreleased,
640,Jissen Pachinko Hisshouhou! 2,,Sammy Corporation,"March 8, 1996",Unreleased,Unreleased,
641,Jissen! Mahjong Shinan,Syscom,ASK,"January 13, 1995",Unreleased,Unreleased,
642,Joe & Mac•Joe & Mac: Caveman NinjaEU•Joe & Mac: Tatakae GenshijinJP,Data East,Data East (JP/NA)Elite Systems (EU),"December 6, 1991","January 7, 1992",1992,
643,Joe & Mac 2: Lost in the Tropics•Joe & Mac 3: Lost in the TropicsEU•Tatakae Genshijin 3: Shuyaku wa Yappari Joe & MacJP,Data East,Data East (JP/NA)Elite Systems (EU),"February 18, 1994",April 1994,November 1995,
644,John Madden Football•Pro FootballJP,Park Place Productions,EA Sports,"January 17, 1992","November 1, 1991",Unreleased,
645,John Madden Football '93•Pro Football '93JP,EA Canada,EA Sports,"February 12, 1993","November 21, 1992",1992,
646,JoJo no Kimyou na Bouken,Winkysoft,Cobra Team,"March 5, 1993",Unreleased,Unreleased,
647,Joushou Mahjong Tenpai,Game Arts,Enix,"September 29, 1995",Unreleased,Unreleased,
648,JRA PAT,NTT,NTT,1996,Unreleased,Unreleased,
649,JRA PAT: Wide Baken Taiyou,NTT,NTT,1999,Unreleased,Unreleased,
650,Judge Dredd,Probe Entertainment,Acclaim Entertainment,"October 27, 1995","June 16, 1995","August 24, 1995",
651,Jumpin' Derby,KID,Naxat Soft,"April 26, 1996",Unreleased,Unreleased,
652,The Jungle Book,Eurocom,Virgin Interactive,"July 15, 1994",August 1994,September 1994,
653,Jungle no Ouja Tar-chan: Sekai Man'yuu Dai Kakutou no Maki,Kuusou Kagaku,Bandai,"September 18, 1994",Unreleased,Unreleased,
654,Jungle Strike,Gremlin Interactive,Electronic Arts,"September 22, 1995",June 1995,1995,
655,Jungle Wars 2: Kodai Mahou Atimos no Nazo,Atelier Double,Pony Canyon,"March 19, 1993",Unreleased,Unreleased,
656,Jurassic Park,Ocean Software,Ocean Software,"June 24, 1994","November 30, 1993","December 29, 1993",
657,Jurassic Park 2: The Chaos Continues,Ocean Software,Ocean Software,Unreleased,January 1995,1995,
658,Justice League Task Force,Blizzard Entertainment,Acclaim Entertainment / Sunsoft,"October 27, 1995",June 1995,July 1995,
659,Jutei Senki,Tam Tam,Enix,"August 27, 1993",Unreleased,Unreleased,
660,JWP Joshi Pro Wrestling: Pure Wrestle Queens,,Jaleco,"December 23, 1994",Unreleased,Unreleased,
661,Ka-Blooey•BombuzalJP,Kemco,Kemco,"December 1, 1990","August 31, 1992",Unreleased,
662,Kabuki-chou Reach Mahjong: Toupuusen,Studio Softmov,Pony Canyon,"July 15, 1994",Unreleased,Unreleased,
663,Kabuki Rocks,Red Company,Atlus,"March 4, 1994",Unreleased,Unreleased,
664,Kachou Kousaku Shima: Super Business Adventure,Tom Create,Yutaka,"September 17, 1993",Unreleased,Unreleased,
665,Kakinoki Shougi,SAS Sakata,ASCII,"September 1, 1995",Unreleased,Unreleased,
666,Kamaitachi no Yoru,,Chunsoft,"November 25, 1994",Unreleased,Unreleased,
667,Kamen Rider,Sun L,Bandai,"November 12, 1993",Unreleased,Unreleased,
668,Kamen Rider SD: Shutsugeki!! Rider Machine,,Yutaka,"July 9, 1995",Unreleased,Unreleased,
669,Kat's Run: Zen-Nippon K Car Senshuken,Atlus,Atlus,"July 14, 1995",Unreleased,Unreleased,
670,Katou Ichi-Ni-San Kudan Shougi Club,Hect,Hect,"May 16, 1997",Unreleased,Unreleased,
671,Kawa no Nushi Tsuri 2,,Pack-In-Video,"April 28, 1995",Unreleased,Unreleased,
672,Kawasaki Caribbean Challenge,Park Place Productions,GameTek,Unreleased,June 1993,Unreleased,
673,Kawasaki Superbike Challenge,Domark,Time Warner Interactive,Unreleased,December 1995,1995,
674,Keeper,Fupac,Bullet-Proof Software,"July 15, 1994",Cancelled,Unreleased,
675,Keiba Eight Special,C-Lab,Misawa,"December 10, 1993",Unreleased,Unreleased,
676,Keiba Eight Special 2,C-Lab,Imagineer,"September 30, 1994",Unreleased,Unreleased,
677,Keiba Yosou Baken Renkinjutsu,,KSS,"May 27, 1994",Unreleased,Unreleased,
678,Ken Griffey Jr. Presents Major League Baseball,Software Creations,Nintendo,Unreleased,"March 23, 1994",Unreleased,
679,Ken Griffey Jr.'s Winning Run,Rare,Nintendo,Unreleased,"June 10, 1996",Unreleased,
680,Kendo Rage•Makeruna! MakendouJP,SETA,SETA,"January 22, 1993",October 1993,Unreleased,
681,Kenyuu Densetsu Yaiba,Atelier Double,Banpresto,"March 25, 1994",Unreleased,Unreleased,
682,Kero Kero Keroppi no Bōken Nikki: Nemureru Mori no Keroleen,,Character Soft,"March 25, 1994",Unreleased,Unreleased,
683,Kessen! Dokapon Okukoku IV: Densetsu no Yuusha Tachi,,Asmik Ace Entertainment,"December 10, 1993",Unreleased,Unreleased,
684,Kevin Keegan's Player Manager•K.H. Rummenigge's Player ManagerGER,Anco,Imagineer,Unreleased,Unreleased,1993,
685,Kick Off•Super Kick OffJP,Anco,Imagineer,"December 25, 1992",Unreleased,1993,
686,Kick Off 3: European Challenge,Anco,Vic Tokai,Unreleased,Cancelled,1994,
687,Kid Klown in Crazy Chase,Kemco,Kemco,"October 21, 1994",September 1994,1995,
688,Kidou Butouden G-Gundam,Pandora Box,Bandai,"December 27, 1994",Unreleased,Unreleased,
689,Kidou Senshi Gundam: Cross Dimension 0079,,Bandai,"February 10, 1995",Unreleased,Unreleased,
690,Kidou Senshi Gundam F91: Formula Senki 0122,Nova Games,Bandai,"July 6, 1991",Unreleased,Unreleased,
691,Kidou Senshi V Gundam,Tose,Bandai,"March 11, 1994",Unreleased,Unreleased,
692,Kidou Senshi Z Gundam: Away to the NewType,,Bandai,"March 1, 1996",Unreleased,Unreleased,
693,Kidō Keisatsu Patlabor,Interbec,BEC,"April 22, 1994",Unreleased,Unreleased,
694,Kikou Keisatsu Metal Jack•Metal Jack: Armored PoliceNA,Atlus,Atlus,"July 31, 1992",Cancelled,Unreleased,
695,Kikuni Masahiko no Jantoushi Dora Ou,C-Lab,Planning Office Wada,"February 19, 1993",Unreleased,Unreleased,
696,Kikuni Masahiko no Jantoushi Dora Ou 2,,Planning Office Wada,"December 3, 1993",Unreleased,Unreleased,
697,Killer Instinct,Rare,Nintendo,Unreleased,"August 30, 1995",1995,
698,Kindai Mahjong Special,Outback,Imagineer,"March 31, 1995",Unreleased,Unreleased,
699,King Arthur & the Knights of Justice,Manley & Associates,Enix,Unreleased,July 1995,Unreleased,
700,King Arthur's World•Royal ConquestJP,Argonaut Games,Jaleco,"November 27, 1992","September 4, 1994",1993,
701,The King of Dragons,Capcom,Capcom,"March 4, 1994",April 1994,August 1994,
702,King of the Monsters,Genki,Takara,"July 31, 1992","October 1, 1992",1992,
703,King of the Monsters 2,Now Production/Winds,Takara,"December 22, 1993","June 1, 1994",Unreleased,
704,The King of Rally,KAZe,Meldac,"December 28, 1992",Cancelled,Unreleased,
705,Kingyo Chuuihou! Tobidase Game Gakuen,,Jaleco,"March 18, 1994",Unreleased,Unreleased,
706,Kinnikuman: Dirty Challenger,,Yutaka,"August 21, 1992",Unreleased,Unreleased,
707,Kirby no Kirakira Kizzu,HAL Laboratory,Nintendo,"June 25, 1999",Unreleased,Unreleased,
708,Kirby Super Star•Kirby's Fun PakEU•Hoshi no Kirby Super DeluxeJP,HAL Laboratory,Nintendo,"March 21, 1996","September 20, 1996","January 23, 1997",
709,Kirby's Avalanche•Kirby's Ghost TrapEU,Compile/HAL Laboratory,Nintendo,Unreleased,"April 25, 1995","February 1, 1995",
710,Kirby's Dream Course•Kirby BowlJP,HAL Laboratory,Nintendo,"September 21, 1994","February 28, 1995","August 24, 1995",
711,Kirby's Dream Land 3•Hoshi no Kirby 3JP,HAL Laboratory,Nintendo,"March 27, 1998","November 27, 1997",Unreleased,
712,Kishin Douji Zenki: Batoru Raiden,CAProduction,Hudson Soft,"August 4, 1995",Unreleased,Unreleased,
713,Kishin Douji Zenki: Denei Raibu,Now Production,Hudson Soft,"November 24, 1995",Unreleased,Unreleased,
714,Kishin Douji Zenki: Tenchi Meidou,,Hudson Soft,"February 23, 1996",Unreleased,Unreleased,
715,Kishin Korinden Oni,Pandora's Box,Banpresto,"August 5, 1994",Unreleased,Unreleased,
716,Kiteretsu Daihyakka: Choujikuu Sugoroku,Video System,Video System,"January 27, 1995",Unreleased,Unreleased,
717,Knights of the Round,Capcom,Capcom,"June 10, 1994",April 1994,Unreleased,
718,Konpeki no Kantai,Access,Angel,"November 2, 1995",Unreleased,Unreleased,
719,Kouryaku Casino Bar,Nichibutsu,Nichibutsu,"July 14, 1995",Unreleased,Unreleased,
720,Kouryuu Densetsu Villgust,Winkysoft,Bandai,"May 23, 1992",Unreleased,Unreleased,
721,Kouryuu no Mimi,VAP,VAP,"December 22, 1995",Unreleased,Unreleased,
722,Koushien 2,Affect,K Amusement Leasing,"June 26, 1992",Unreleased,Unreleased,
723,Koushien 3,Magical Company,Magical Company,"July 29, 1994",Unreleased,Unreleased,
724,Koushien 4,Magical Company,Magical Company,"July 14, 1995",Unreleased,Unreleased,
725,Kousoku Shikou: Shougi Ou,Access,Imagineer,"March 24, 1995",Unreleased,Unreleased,
726,Koutetsu no Kishi,Dual,"Asmik Ace Entertainment, Inc","February 19, 1993",Unreleased,Unreleased,
727,Koutetsu no Kishi 2: Sabaku no Rommel Shougun,Dual,"Asmik Ace Entertainment, Inc","January 28, 1994",Unreleased,Unreleased,
728,Koutetsu no Kishi 3: Gekitotsu Europe Sensen,Dual,"Asmik Ace Entertainment, Inc","January 27, 1995",Unreleased,Unreleased,
729,Krusty's Super Fun House•Krusty WorldJP,Audiogenic,Acclaim Entertainment,"January 29, 1993","June 1, 1992",1992,
730,Kunio no Oden,,Technōs Japan,"May 27, 1994",Unreleased,Unreleased,
731,Kunio-kun no Dodgeball da yo Zen'in Shūgō!!,Technōs Japan,Technōs Japan,"August 6, 1993",Unreleased,Unreleased,
732,Kunio-kun no Dodge Ball: Zenin Shuugou! Tournament Special,Technōs Japan,Technōs Japan,"August 6, 1993",Unreleased,Unreleased,
733,Kuusou Kagaku Sekai Gulliver Boy,Amble,Bandai,"June 27, 1996",Unreleased,Unreleased,
734,Kyle Petty's No Fear Racing•Circuit USAJP,Leland Interactive Media,Williams Entertainment,"June 30, 1995",April 1995,Unreleased,
735,Kyouraku Sanyou Maruhon Parlor! Parlor!,,Nippon Telenet,"March 30, 1995",Unreleased,Unreleased,
736,Kyouraku Sanyou Maruhon Parlor! Parlor! 2,,Nippon Telenet,"August 25, 1995",Unreleased,Unreleased,
737,Kyouraku Sanyou Maruhon Parlor! Parlor! 3,,Nippon Telenet,"January 19, 1996",Unreleased,Unreleased,
738,Kyouraku Sanyou Maruhon Parlor! Parlor! IV CR,,Nippon Telenet,"December 29, 1995",Unreleased,Unreleased,
739,Kyouraku Sanyou Maruhon Parlor! Parlor! 5,,Nippon Telenet,"March 29, 1996",Unreleased,Unreleased,
740,Kyuuyaku Megami Tensei,Opera House,Atlus,"March 31, 1995",Unreleased,Unreleased,
741,Lady Stalker: Challenge from the Past,Climax Entertainment,Taito,"April 1, 1995",Unreleased,Unreleased,
742,Lagoon,Kemco,Kemco (JP/EU)Seika Corporation (NA),"December 12, 1991",December 1991,"May 27, 1993",
743,Lamborghini American Challenge,Titus Software,Titus Software,Unreleased,November 1993,1993,
744,Laplace no Ma,,Vic Tokai,"July 14, 1995",Unreleased,Unreleased,
745,Laser Birdie: Get in the Hole,Richo,Richo,"January 1, 1995",Unreleased,Unreleased,
746,Last Action Hero,Bits Studios,Sony Imagesoft,Unreleased,October 1993,"December 10, 1993",
747,The Last Battle,Atelier Double,Techiku,"December 2, 1994",Unreleased,Unreleased,
748,Last Bible III,Multimedia Intelligence Transfer,Atlus,"March 4, 1995",Unreleased,Unreleased,
749,The Lawnmower Man•Virtual WarsJP,Sales Curve Interactive,THQ,"January 11, 1994","November 8, 1993",1993,
750,Leading Company,Koei,Koei,"February 26, 1993",Unreleased,Unreleased,
751,Leading Jockey,,Carrozzeria,"September 16, 1994",Unreleased,Unreleased,
752,Leading Jockey 2,,Carrozzeria,"November 24, 1995",Unreleased,Unreleased,
753,Legend,Arcade Zone,Seika Corporation,Unreleased,April 1994,"December 21, 1994",
754,The Legend of the Mystical Ninja•Ganbare Goemon: Yukihime Kyuushutsu EmakiJP,Konami,Konami,"July 17, 1991","June 30, 1992",1994,
755,The Legend of Zelda: A Link to the Past †•Zelda no Densetsu: Kamigami no TriforceJP,Nintendo,Nintendo,"November 21, 1991","April 13, 1992","September 24, 1992",
756,Lemmings,Psygnosis,Sunsoft,"December 18, 1991","March 1, 1992",August 1992,
757,Lemmings 2: The Tribes,Psygnosis,Psygnosis,"August 12, 1994","November 1, 1994",1994,
758,Lennus II: Fuuin no Shito,Copya System,Asmik Ace Entertainment,"July 26, 1996",Unreleased,Unreleased,
759,Lester the Unlikely•Odekake Lester: Lelele no LeJP,Visual Concepts,DTMC,"September 16, 1994",January 1994,Unreleased,
760,Lethal Enforcers,Konami,Konami,"March 11, 1994",January 1994,1994,
761,Lethal Weapon,Ocean Software,Ocean Software,Unreleased,"December 31, 1992",1992,
