11,5,['pain-', 'piti-', 'power-', 'remorse-', 'rest-', 'shame-', 'tact-', 'taste-', 'thank-', 'thought-', 'use-'],['-ful', '-fully', '-less', '-lessly', '-lessness']
11,5,['pain-', 'purpose-', 'rest-', 'shame-', 'soul-', 'tact-', 'taste-', 'thank-', 'thought-', 'tune-', 'use-'],['-ful', '-fully', '-fulness', '-less', '-lessly']
9,5,['ba-', 'ca-', 'fa-', 'fi-', 'ma-', 'pa-', 'si-', 'ta-', 'to-'],['-ll', '-n', '-r', '-re', '-t']
9,5,['objec-', 'obstruc-', 'posi-', 'produc-', 'protec-', 'restric-', 'secre-', 'sugges-', 'transi-'],['-t', '-tion', '-tive', '-tively', '-tiveness']
8,6,['pain-', 'rest-', 'shame-', 'tact-', 'taste-', 'thank-', 'thought-', 'use-'],['-ful', '-fully', '-fulness', '-less', '-lessly', '-lessness']
8,5,['a-', 'ba-', 'ca-', 'i-', 'ma-', 'pa-', 'ta-', 'we-'],['-d', '-ll', '-n', '-re', '-t']
8,5,['b-', 'c-', 'f-', 'm-', 'p-', 'sc-', 'sp-', 't-'],['-an', '-ar', '-are', '-at', '-ore']
8,5,['ba-', 'bu-', 'pi-', 'pu-', 'sha-', 'sta-', 'ta-', 'wi-'],['-ck', '-g', '-ll', '-nk', '-t']
8,5,['ba-', 'ca-', 'fa-', 'ma-', 'pu-', 'spi-', 'ta-', 'to-'],['-ke', '-ll', '-n', '-re', '-t']
8,5,['ba-', 'ha-', 'pu-', 'sha-', 'si-', 'sta-', 'ta-', 'wi-'],['-ck', '-ll', '-nk', '-re', '-t']
8,5,['ba-', 'ma-', 'pa-', 'pu-', 'si-', 'ta-', 'to-', 'we-'],['-ll', '-n', '-re', '-t', '-tter']
8,5,['ba-', 'ma-', 'pa-', 'qui-', 'sha-', 'squa-', 'ta-', 'we-'],['-d', '-ll', '-re', '-t', '-tter']
8,5,['ba-', 'ma-', 'pa-', 'sca-', 'si-', 'spa-', 'ta-', 'to-'],['-n', '-r', '-re', '-t', '-tter']
8,5,['ba-', 'pi-', 'pu-', 'ra-', 'sa-', 'sha-', 'sta-', 'ta-'],['-ck', '-g', '-ke', '-nk', '-t']
8,5,['fi-', 'ma-', 'pu-', 'sha-', 'sta-', 'ta-', 'to-', 'wi-'],['-g', '-le', '-ll', '-re', '-t']
8,5,['neutr-', 'norm-', 'ration-', 're-', 'sentiment-', 'speci-', 'trivi-', 'vit-'],['-al', '-ality', '-alization', '-alize', '-ally']
8,5,['neutra-', 'norma-', 'rationa-', 'rea-', 'sentimenta-', 'specia-', 'trivia-', 'vita-'],['-l', '-lity', '-lization', '-lize', '-lly']
8,5,['push-', 'rac-', 'read-', 'show-', 'sneak-', 'speed-', 'tast-', 'wear-'],['-er', '-ily', '-iness', '-ing', '-y']
7,6,['b-', 'f-', 's-', 'sh-', 'sp-', 't-', 'w-'],['-ake', '-ear', '-ell', '-ill', '-in', '-ore']
7,6,['b-', 'l-', 's-', 'sh-', 'sn-', 'st-', 't-'],['-ack', '-ag', '-ake', '-ore', '-ow', '-uck']
7,6,['l-', 'r-', 's-', 'sh-', 'sl-', 'sn-', 't-'],['-ack', '-ag', '-ake', '-ip', '-ot', '-ow']
7,5,['a-', 'ca-', 'ha-', 'ma-', 'pa-', 'qui-', 'ta-'],['-d', '-ll', '-re', '-rt', '-t']
6,5,['genera-', 'loca-', 'nomina-', 'ora-', 'origina-', 'radia-'],['-l', '-lly', '-te', '-tion', '-tor']
6,5,['gr-', 'h-', 'p-', 'r-', 's-', 'sh-'],['-ad', '-ave', '-ay', '-ill', '-ip']
6,5,['gr-', 'h-', 'p-', 'r-', 's-', 'w-'],['-ad', '-ave', '-ay', '-ill', '-ound']
6,5,['gr-', 'h-', 'r-', 's-', 'sh-', 'w-'],['-ad', '-ave', '-ay', '-ill', '-ow']
6,5,['gr-', 'h-', 'r-', 'sh-', 'sl-', 'tr-'],['-am', '-ay', '-im', '-ip', '-ow']
6,5,['h-', 'l-', 'r-', 's-', 'sh-', 't-'],['-ack', '-ad', '-ip', '-ot', '-ow']
6,5,['h-', 'l-', 'r-', 's-', 'sl-', 'st-'],['-ack', '-ate', '-ay', '-ow', '-ung']
6,5,['h-', 'l-', 'r-', 'sl-', 'sn-', 't-'],['-ack', '-ip', '-ot', '-ow', '-ug']
6,5,['h-', 'm-', 'p-', 'r-', 'sp-', 'st-'],['-are', '-at', '-ate', '-ay', '-ill']
6,5,['h-', 'm-', 'p-', 'r-', 'st-', 't-'],['-are', '-at', '-eal', '-ill', '-ole']
6,5,['h-', 'm-', 'p-', 'r-', 't-', 'w-'],['-ad', '-ail', '-are', '-eal', '-ill']
6,5,['h-', 'm-', 'p-', 's-', 'sh-', 'st-'],['-ale', '-at', '-ay', '-ill', '-op']
6,5,['h-', 'm-', 'p-', 's-', 'sh-', 't-'],['-ad', '-ale', '-at', '-ill', '-op']
6,5,['h-', 'm-', 'p-', 's-', 't-', 'w-'],['-ad', '-ail', '-ale', '-eal', '-ill']
6,5,['h-', 'm-', 'p-', 'sh-', 'st-', 'w-'],['-ale', '-all', '-are', '-ay', '-ill']
6,5,['h-', 'm-', 'p-', 'sh-', 't-', 'w-'],['-ad', '-ale', '-all', '-are', '-ill']
6,5,['h-', 'm-', 'p-', 'squ-', 'st-', 't-'],['-all', '-are', '-at', '-eal', '-int']
6,5,['h-', 'm-', 'pl-', 'r-', 's-', 'sl-'],['-at', '-ate', '-ay', '-ot', '-um']
6,5,['h-', 'n-', 'r-', 's-', 'sn-', 't-'],['-ail', '-ip', '-ot', '-ow', '-ub']
6,5,['h-', 'p-', 'qu-', 'r-', 's-', 'sh-'],['-ack', '-ad', '-ay', '-ill', '-ip']
6,5,['h-', 'p-', 'qu-', 'r-', 's-', 't-'],['-ack', '-ad', '-ail', '-ill', '-ip']
6,5,['h-', 'p-', 'qu-', 'r-', 's-', 'tr-'],['-ack', '-ail', '-ay', '-ill', '-ip']
6,5,['h-', 'p-', 'r-', 's-', 'sh-', 'sl-'],['-ack', '-at', '-ave', '-ay', '-ip']
6,5,['h-', 'p-', 'r-', 's-', 'sh-', 'st-'],['-ack', '-at', '-ave', '-ay', '-ill']
6,5,['h-', 'p-', 'r-', 's-', 'sh-', 'w-'],['-ad', '-ave', '-ay', '-ear', '-ill']
6,5,['h-', 'p-', 'r-', 's-', 'sl-', 'st-'],['-ack', '-at', '-ate', '-ave', '-ay']
6,5,['h-', 'p-', 'r-', 's-', 't-', 'w-'],['-ad', '-ail', '-eal', '-ear', '-ill']
6,5,['h-', 'p-', 'r-', 's-', 't-', 'wh-'],['-ack', '-at', '-eal', '-ip', '-ole']
6,5,['h-', 'p-', 's-', 'sh-', 'sl-', 'st-'],['-ack', '-at', '-ave', '-ay', '-op']
6,5,['h-', 'p-', 's-', 'sh-', 'st-', 't-'],['-ack', '-ale', '-at', '-ill', '-op']
6,5,['h-', 'p-', 's-', 'st-', 't-', 'wh-'],['-ack', '-ale', '-at', '-eal', '-ole']
6,5,['h-', 'r-', 's-', 'sh-', 'sl-', 'st-'],['-ack', '-at', '-ave', '-ay', '-ow']
6,5,['h-', 'r-', 's-', 'sh-', 'sl-', 't-'],['-ack', '-at', '-ip', '-ot', '-ow']
6,5,['h-', 'r-', 's-', 'sh-', 'sp-', 't-'],['-ank', '-at', '-ear', '-ill', '-ot']
6,5,['h-', 'r-', 's-', 'sh-', 't-', 'tr-'],['-ack', '-ill', '-ip', '-ot', '-ow']
6,5,['h-', 'r-', 's-', 'sh-', 't-', 'y-'],['-ack', '-ank', '-ear', '-ip', '-ow']
6,5,['h-', 'r-', 's-', 'sl-', 'sn-', 't-'],['-ack', '-ide', '-ip', '-ot', '-ow']
6,5,['h-', 'r-', 's-', 'sn-', 't-', 'tr-'],['-ack', '-ail', '-ip', '-ot', '-ow']
6,5,['ha-', 'li-', 'mo-', 'ra-', 'sa-', 'sha-'],['-ck', '-d', '-nk', '-t', '-ve']
6,5,['ha-', 'li-', 'pa-', 'ra-', 'ro-', 'sa-'],['-ck', '-d', '-t', '-te', '-ve']
6,5,['ha-', 'lo-', 'pa-', 'sa-', 'sla-', 'wi-'],['-ck', '-cker', '-ng', '-t', '-ve']
6,5,['ha-', 'ma-', 'pa-', 'po-', 'ta-', 'wa-'],['-d', '-le', '-ll', '-re', '-rt']
6,5,['ha-', 'ma-', 'pa-', 'sha-', 'sta-', 'to-'],['-le', '-ll', '-re', '-t', '-y']
6,5,['ha-', 'ma-', 'pa-', 'so-', 'sta-', 'to-'],['-le', '-re', '-rt', '-t', '-y']
6,5,['ha-', 'ma-', 'pa-', 'so-', 'ta-', 'to-'],['-il', '-le', '-re', '-rt', '-t']
6,5,['ha-', 'ma-', 'pa-', 'so-', 'ta-', 'wa-'],['-d', '-il', '-le', '-re', '-rt']
6,5,['ha-', 'ma-', 'pa-', 'so-', 'to-', 'wa-'],['-il', '-le', '-re', '-rt', '-y']
6,5,['ha-', 'ma-', 'pa-', 'sta-', 'to-', 'wa-'],['-le', '-ll', '-re', '-rt', '-y']
6,5,['ha-', 'ma-', 'pa-', 'ta-', 'to-', 'wa-'],['-il', '-le', '-ll', '-re', '-rt']
6,5,['ha-', 'mo-', 'pa-', 'ra-', 'sha-', 'sho-'],['-ck', '-d', '-re', '-t', '-ve']
6,5,['ha-', 'mo-', 'pa-', 'ro-', 'sa-', 'sha-'],['-ck', '-d', '-le', '-t', '-ve']
6,5,['ha-', 'mo-', 'pa-', 'sha-', 'so-', 'ta-'],['-ck', '-d', '-le', '-re', '-t']
6,5,['ha-', 'mo-', 'pa-', 'sha-', 'sta-', 'wi-'],['-ck', '-le', '-re', '-t', '-ve']
6,5,['ha-', 'mo-', 'ra-', 'sha-', 'sli-', 'ta-'],['-ck', '-d', '-m', '-nk', '-t']
6,5,['ha-', 'mo-', 'ra-', 'sha-', 'sta-', 'wi-'],['-ck', '-nk', '-re', '-t', '-ve']
6,5,['ha-', 'mo-', 'sa-', 'sha-', 'sta-', 'wi-'],['-ck', '-le', '-nk', '-t', '-ve']
6,5,['ha-', 'pa-', 'pi-', 'sa-', 'ta-', 'wi-'],['-ck', '-cker', '-le', '-ng', '-t']
6,5,['ha-', 'pa-', 'pu-', 'ta-', 'ti-', 'wi-'],['-ck', '-cker', '-le', '-ll', '-re']
6,5,['ha-', 'pa-', 'qui-', 'sho-', 'so-', 'ta-'],['-ck', '-d', '-re', '-rt', '-t']
6,5,['ha-', 'pa-', 'ra-', 'sa-', 'sla-', 'sta-'],['-ck', '-t', '-te', '-ve', '-y']
6,5,['ha-', 'pa-', 'ra-', 'sa-', 'so-', 'ta-'],['-ck', '-d', '-il', '-ng', '-t']
6,5,['ha-', 'pa-', 'ro-', 'sa-', 'so-', 'ta-'],['-ck', '-d', '-il', '-le', '-t']
6,5,['ha-', 'pa-', 'ro-', 'sha-', 'sta-', 'wi-'],['-ck', '-le', '-ll', '-t', '-ve']
6,5,['ha-', 'pi-', 'pu-', 'sa-', 'ta-', 'wi-'],['-ck', '-cker', '-le', '-nk', '-t']
6,5,['ha-', 'pi-', 'pu-', 'sti-', 'ta-', 'wi-'],['-ck', '-cker', '-le', '-ll', '-nk']
6,5,['ha-', 'pi-', 'ri-', 'sti-', 'ta-', 'wi-'],['-ck', '-le', '-ll', '-ng', '-nk']
6,5,['ha-', 'pi-', 'sa-', 'sli-', 'ta-', 'wi-'],['-ck', '-cker', '-ng', '-nk', '-t']
6,5,['ha-', 'pi-', 'sa-', 'sti-', 'ta-', 'wi-'],['-ck', '-cker', '-le', '-ng', '-nk']
6,5,['ho-', 'ma-', 'pi-', 'pu-', 'ta-', 'to-'],['-g', '-le', '-n', '-p', '-t']
6,5,['ki-', 'pa-', 'pi-', 'si-', 'ta-', 'wi-'],['-ck', '-ll', '-n', '-ng', '-t']
6,5,['l-', 'm-', 'r-', 's-', 'sl-', 'sn-'],['-ag', '-ake', '-ap', '-ob', '-ot']
6,5,['l-', 'm-', 'r-', 's-', 'sl-', 't-'],['-ag', '-ake', '-ap', '-ight', '-ot']
6,5,['l-', 'm-', 'r-', 'sl-', 'sn-', 't-'],['-ag', '-ake', '-ap', '-ot', '-ug']
6,5,['l-', 'p-', 'r-', 's-', 't-', 'tr-'],['-ack', '-ap', '-end', '-ick', '-ip']
6,5,['l-', 'p-', 's-', 'sn-', 't-', 'y-'],['-ack', '-ap', '-ip', '-ore', '-uck']
6,5,['l-', 'r-', 's-', 'sl-', 'st-', 't-'],['-ack', '-ag', '-ake', '-ick', '-ow']
6,5,['l-', 'r-', 's-', 'sl-', 'st-', 'tr-'],['-ack', '-ay', '-ick', '-ow', '-ump']
6,5,['l-', 'r-', 's-', 'sl-', 't-', 'w-'],['-ag', '-ake', '-ick', '-ight', '-ow']
6,5,['l-', 'r-', 'sl-', 't-', 'tr-', 'y-'],['-ack', '-am', '-ap', '-ip', '-ow']
6,5,['l-', 's-', 'sh-', 'sn-', 't-', 'tr-'],['-ack', '-ip', '-ot', '-ow', '-uck']
6,5,['l-', 's-', 'sh-', 'sn-', 't-', 'y-'],['-ack', '-ip', '-ore', '-ow', '-uck']
6,5,['l-', 's-', 'sn-', 't-', 'tr-', 'y-'],['-ack', '-ap', '-ip', '-ow', '-uck']
6,5,['la-', 'li-', 'po-', 'pu-', 'ra-', 'ta-'],['-ck', '-ke', '-mp', '-p', '-tter']
6,5,['la-', 'ma-', 'ra-', 'sa-', 'sla-', 'to-'],['-g', '-ke', '-p', '-te', '-y']
6,5,['li-', 'lo-', 'mo-', 'ro-', 'sa-', 'sha-'],['-ck', '-t', '-ve', '-ver', '-ving']
6,5,['li-', 'mo-', 'pa-', 'ra-', 'sa-', 'sho-'],['-ck', '-d', '-p', '-t', '-ve']
6,5,['li-', 'mo-', 'ra-', 'sa-', 'sli-', 'ta-'],['-ck', '-d', '-nk', '-p', '-t']
6,5,['li-', 'pi-', 'pu-', 'ra-', 'sa-', 'ta-'],['-ck', '-ke', '-nk', '-p', '-t']
6,5,['lo-', 'pa-', 'ro-', 'sa-', 'sho-', 'sla-'],['-ck', '-cker', '-t', '-ve', '-w']
6,5,['lo-', 'pi-', 'sa-', 'sla-', 'ta-', 'wi-'],['-ck', '-cker', '-g', '-ng', '-t']
6,5,['m-', 'p-', 's-', 'sh-', 'sp-', 'sw-'],['-at', '-ay', '-ill', '-ine', '-ore']
6,5,['m-', 'p-', 's-', 'sh-', 'st-', 't-'],['-ale', '-at', '-ill', '-op', '-ore']
6,5,['m-', 'p-', 's-', 'sh-', 'sw-', 't-'],['-at', '-ill', '-ine', '-op', '-ore']
6,5,['m-', 'p-', 's-', 'st-', 't-', 'wh-'],['-ale', '-at', '-eal', '-ole', '-ore']
6,5,['m-', 'p-', 's-', 'st-', 'v-', 'wh-'],['-ale', '-at', '-eal', '-et', '-ole']
6,5,['m-', 'p-', 's-', 't-', 'v-', 'wh-'],['-ale', '-at', '-eal', '-ine', '-ole']
6,5,['m-', 'p-', 'sh-', 'sp-', 'sw-', 't-'],['-at', '-atter', '-ill', '-ine', '-ore']
6,5,['m-', 'p-', 'sh-', 'st-', 't-', 'w-'],['-ale', '-all', '-are', '-ill', '-ore']
6,5,['m-', 'p-', 'st-', 't-', 'v-', 'wh-'],['-ale', '-at', '-eal', '-ile', '-ole']
6,5,['m-', 's-', 'sh-', 'st-', 't-', 'w-'],['-ag', '-ake', '-ale', '-ill', '-ore']
6,5,['ma-', 'o-', 'pa-', 'sca-', 'ta-', 'to-'],['-le', '-n', '-r', '-re', '-tter']
6,5,['ma-', 'o-', 'pa-', 'ta-', 'to-', 'wa-'],['-il', '-le', '-n', '-r', '-re']
6,5,['ma-', 'pa-', 'pla-', 'ra-', 'spa-', 'to-'],['-n', '-t', '-te', '-tter', '-y']
6,5,['ma-', 'pa-', 'po-', 'qui-', 'ski-', 'ta-'],['-d', '-ll', '-p', '-rt', '-tter']
6,5,['ma-', 'pa-', 'po-', 'qui-', 'ta-', 'to-'],['-ll', '-p', '-re', '-rt', '-tter']
6,5,['ma-', 'pa-', 'pu-', 'sca-', 'ta-', 'to-'],['-le', '-n', '-re', '-t', '-tter']
6,5,['ma-', 'pa-', 'pu-', 'sha-', 'ta-', 'to-'],['-le', '-ll', '-re', '-t', '-tter']
6,5,['ma-', 'pa-', 'pu-', 'so-', 'ta-', 'to-'],['-le', '-n', '-p', '-re', '-t']
6,5,['ma-', 'pa-', 'qui-', 'ski-', 'ta-', 'to-'],['-ll', '-p', '-rt', '-t', '-tter']
6,5,['ma-', 'pa-', 'ra-', 'si-', 'spa-', 'to-'],['-n', '-re', '-t', '-te', '-tter']
6,5,['ma-', 'pa-', 'so-', 'ta-', 'to-', 'wa-'],['-il', '-le', '-n', '-re', '-rt']
6,5,['ma-', 'pi-', 'po-', 'pu-', 'ti-', 'to-'],['-ke', '-le', '-ll', '-ny', '-p']
6,5,['ma-', 'pi-', 'pu-', 'ra-', 'ta-', 'to-'],['-g', '-ke', '-n', '-p', '-t']
6,5,['ma-', 'pi-', 'pu-', 'sa-', 'ta-', 'to-'],['-g', '-ke', '-le', '-p', '-t']
6,5,['ma-', 'pi-', 'pu-', 'ta-', 'ti-', 'to-'],['-ke', '-le', '-ll', '-n', '-p']
6,5,['ma-', 'pi-', 'pu-', 'ta-', 'to-', 'wa-'],['-g', '-ke', '-le', '-ll', '-n']
6,5,['ma-', 'po-', 'pu-', 'sto-', 'ti-', 'to-'],['-ke', '-le', '-ny', '-p', '-re']
6,5,['ma-', 'po-', 'sta-', 'ta-', 'to-', 'wa-'],['-ke', '-le', '-ll', '-re', '-rt']
6,5,['ma-', 'pu-', 'ra-', 'swa-', 'ta-', 'to-'],['-g', '-n', '-p', '-t', '-tter']
6,5,['ma-', 'pu-', 'ra-', 'ta-', 'ti-', 'to-'],['-ke', '-n', '-p', '-re', '-tter']
6,5,['ma-', 'pu-', 'ta-', 'ti-', 'to-', 'wa-'],['-ke', '-le', '-ll', '-n', '-re']
6,5,['ma-', 'ra-', 'sa-', 'sla-', 'sta-', 'to-'],['-g', '-ke', '-t', '-te', '-y']
6,5,['n-', 'r-', 's-', 'sn-', 't-', 'tr-'],['-ail', '-ap', '-ip', '-ot', '-ow']
6,5,['nation-', 'neutr-', 'ration-', 're-', 'sentiment-', 'spiritu-'],['-al', '-alism', '-alist', '-ality', '-ally']
6,5,['nationa-', 'neutra-', 'rationa-', 'rea-', 'sentimenta-', 'spiritua-'],['-l', '-lism', '-list', '-lity', '-lly']
6,5,['negat-', 'object-', 'pass-', 'product-', 'recept-', 'transit-'],['-ion', '-ive', '-ively', '-iveness', '-ivity']
6,5,['negati-', 'objecti-', 'passi-', 'producti-', 'recepti-', 'transiti-'],['-on', '-ve', '-vely', '-veness', '-vity']
6,5,['neutr-', 'plur-', 'ration-', 're-', 'sentiment-', 'soci-'],['-al', '-alism', '-alist', '-alization', '-alize']
6,5,['neutr-', 'plur-', 'ration-', 're-', 'sentiment-', 'speci-'],['-al', '-alist', '-ality', '-alization', '-alize']
6,5,['neutr-', 'radic-', 'ration-', 're-', 'sentiment-', 'soci-'],['-al', '-alism', '-alization', '-alize', '-ally']
6,5,['neutr-', 'ration-', 're-', 'sensation-', 'sentiment-', 'soci-'],['-al', '-alism', '-alist', '-alize', '-ally']
6,5,['neutra-', 'plura-', 'rationa-', 'rea-', 'sentimenta-', 'socia-'],['-l', '-lism', '-list', '-lization', '-lize']
6,5,['neutra-', 'plura-', 'rationa-', 'rea-', 'sentimenta-', 'specia-'],['-l', '-list', '-lity', '-lization', '-lize']
6,5,['neutra-', 'radica-', 'rationa-', 'rea-', 'sentimenta-', 'socia-'],['-l', '-lism', '-lization', '-lize', '-lly']
6,5,['neutra-', 'rationa-', 'rea-', 'sensationa-', 'sentimenta-', 'socia-'],['-l', '-lism', '-list', '-lize', '-lly']
6,5,['p-', 'qu-', 'r-', 's-', 't-', 'tr-'],['-ack', '-ail', '-ick', '-ill', '-ip']
6,5,['p-', 'r-', 's-', 'sl-', 'st-', 'th-'],['-at', '-ick', '-ing', '-ink', '-ump']
6,5,['p-', 'r-', 's-', 'sl-', 'st-', 'w-'],['-ave', '-ay', '-ick', '-ing', '-ink']
6,5,['p-', 'r-', 'sh-', 'sp-', 'st-', 't-'],['-are', '-at', '-ill', '-out', '-un']
6,5,['pa-', 'pi-', 'pu-', 'ta-', 'ti-', 'wi-'],['-ck', '-cker', '-le', '-ll', '-n']
6,5,['pa-', 'pi-', 'ra-', 'si-', 'so-', 'ta-'],['-ck', '-n', '-ng', '-p', '-t']
6,5,['pa-', 'pi-', 'sa-', 'sla-', 'sli-', 'ta-'],['-ck', '-cker', '-ng', '-p', '-t']
6,5,['pa-', 'po-', 'pu-', 'sha-', 'ta-', 'ti-'],['-ck', '-le', '-ll', '-re', '-tter']
6,5,['pa-', 'po-', 'qui-', 'sho-', 'so-', 'ta-'],['-ck', '-d', '-p', '-re', '-rt']
6,5,['pa-', 'pu-', 'qui-', 'ra-', 'si-', 'ta-'],['-ck', '-p', '-re', '-t', '-tter']
6,5,['pa-', 'pu-', 'qui-', 'se-', 'sha-', 'we-'],['-ll', '-nt', '-re', '-t', '-tter']
6,5,['pa-', 'pu-', 'ra-', 'si-', 'so-', 'ta-'],['-ck', '-n', '-p', '-re', '-t']
6,5,['pa-', 'pu-', 'ra-', 'si-', 'ta-', 'ti-'],['-ck', '-n', '-p', '-re', '-tter']
6,5,['pa-', 'qui-', 'ra-', 'sca-', 'sha-', 'we-'],['-d', '-nt', '-re', '-t', '-tter']
6,5,['pa-', 'ra-', 'sa-', 'sla-', 'so-', 'to-'],['-ng', '-p', '-t', '-w', '-y']
6,5,['pa-', 'ra-', 'sa-', 'sli-', 'so-', 'ta-'],['-ck', '-d', '-ng', '-p', '-t']
6,5,['pa-', 'ra-', 'si-', 'so-', 'ta-', 'to-'],['-n', '-ng', '-p', '-re', '-t']
6,5,['pa-', 'ra-', 'si-', 'so-', 'ta-', 'wi-'],['-ck', '-n', '-ng', '-re', '-t']
6,5,['pa-', 'ra-', 'si-', 'ta-', 'ti-', 'to-'],['-n', '-ng', '-p', '-re', '-tter']
6,5,['pi-', 'pu-', 'ra-', 'sa-', 'sla-', 'ta-'],['-ck', '-g', '-ke', '-p', '-t']
6,5,['pi-', 'ra-', 'sa-', 'si-', 'sli-', 'ta-'],['-ck', '-ng', '-nk', '-p', '-t']
6,5,['pi-', 'ra-', 'sa-', 'sla-', 'ta-', 'to-'],['-g', '-ke', '-ng', '-p', '-t']
6,5,['po-', 'pu-', 'sha-', 'sta-', 'ta-', 'ti-'],['-ck', '-ke', '-le', '-ll', '-re']
6,5,['purpos-', 'remors-', 'sham-', 'tast-', 'tun-', 'us-'],['-e', '-eful', '-efully', '-eless', '-elessly']
6,5,['r-', 's-', 'sh-', 'sl-', 'st-', 'w-'],['-ag', '-ake', '-ave', '-ay', '-ow']
6,5,['r-', 's-', 'sh-', 'sp-', 'st-', 't-'],['-ake', '-ank', '-at', '-ill', '-un']
6,5,['r-', 's-', 'sl-', 'st-', 't-', 'w-'],['-ag', '-ake', '-ick', '-ing', '-ow']
6,5,['ra-', 'ri-', 'si-', 'sli-', 'su-', 'ta-'],['-ck', '-ng', '-nk', '-p', '-pper']
6,5,['ra-', 'ri-', 'sli-', 'su-', 'ta-', 'ya-'],['-ck', '-m', '-ng', '-nk', '-p']
6,5,['ra-', 'si-', 'su-', 'ta-', 'ti-', 'to-'],['-n', '-ng', '-p', '-pper', '-re']
5,11,['b-', 'f-', 'p-', 't-', 'w-'],['-ail', '-all', '-an', '-ar', '-are', '-ear', '-ee', '-est', '-ill', '-in', '-ore']
5,11,['b-', 'h-', 'm-', 'p-', 't-'],['-ad', '-ail', '-all', '-are', '-at', '-eat', '-i', '-ike', '-ill', '-op', '-ug']
5,11,['b-', 'h-', 'r-', 'sh-', 't-'],['-ack', '-ad', '-ank', '-are', '-at', '-ear', '-ill', '-ook', '-ow', '-ush', '-ut']
5,11,['f-', 's-', 'sh-', 'sp-', 't-'],['-ake', '-at', '-ear', '-ell', '-ill', '-in', '-ine', '-ire', '-ore', '-ort', '-un']
5,11,['h-', 'm-', 'p-', 'st-', 't-'],['-ale', '-all', '-are', '-arry', '-art', '-at', '-eal', '-ill', '-int', '-ole', '-op']
5,11,['h-', 'p-', 'r-', 's-', 't-'],['-ack', '-ad', '-ail', '-ang', '-at', '-eal', '-ear', '-ill', '-ip', '-ole', '-ub']
5,11,['l-', 'r-', 's-', 'sl-', 't-'],['-ack', '-ag', '-ake', '-ap', '-ender', '-ick', '-ight', '-ightly', '-ip', '-ot', '-ow']
5,10,['b-', 'h-', 'p-', 'r-', 't-'],['-ack', '-ad', '-ail', '-are', '-at', '-ear', '-ill', '-ug', '-ush', '-ut']
5,10,['b-', 'h-', 'p-', 'sh-', 't-'],['-ack', '-ad', '-all', '-are', '-at', '-ear', '-ill', '-op', '-ush', '-ut']
5,10,['b-', 'p-', 'r-', 'sh-', 't-'],['-ack', '-ad', '-are', '-at', '-atter', '-ear', '-ill', '-out', '-ush', '-ut']
5,10,['b-', 'p-', 's-', 'sh-', 't-'],['-ack', '-ad', '-at', '-ear', '-een', '-ill', '-in', '-op', '-ore', '-uck']
5,10,['b-', 'p-', 's-', 't-', 'w-'],['-ad', '-ail', '-ear', '-ee', '-een', '-end', '-ent', '-ill', '-in', '-ore']
5,10,['b-', 'p-', 'sh-', 'st-', 't-'],['-ack', '-all', '-are', '-at', '-ill', '-one', '-op', '-ore', '-out', '-uck']
5,10,['b-', 'r-', 's-', 'sh-', 't-'],['-ack', '-ad', '-ag', '-ake', '-ank', '-at', '-ear', '-ill', '-oot', '-ow']
5,10,['b-', 's-', 'sh-', 'st-', 't-'],['-ack', '-ag', '-ake', '-ank', '-at', '-ill', '-op', '-ore', '-ow', '-uck']
5,10,['b-', 's-', 'sh-', 't-', 'w-'],['-ad', '-ag', '-ake', '-ear', '-een', '-ell', '-ill', '-in', '-ore', '-ow']
5,10,['f-', 'p-', 'sp-', 't-', 'w-'],['-an', '-ar', '-are', '-ear', '-ill', '-in', '-ool', '-ore', '-ort', '-ry']
5,10,['l-', 'r-', 's-', 'sl-', 'st-'],['-ack', '-ag', '-ake', '-ate', '-ay', '-ick', '-ink', '-ow', '-ump', '-ung']
5,9,['b-', 'c-', 'h-', 'sh-', 't-'],['-ad', '-all', '-are', '-at', '-ook', '-op', '-orn', '-ow', '-ut']
5,9,['b-', 'c-', 'sc-', 't-', 'w-'],['-ad', '-an', '-ar', '-are', '-ent', '-old', '-ore', '-orn', '-ow']
5,9,['b-', 'f-', 'm-', 'p-', 't-'],['-ail', '-all', '-an', '-ar', '-are', '-at', '-eat', '-ill', '-ore']
5,9,['b-', 'f-', 'm-', 'p-', 'w-'],['-ail', '-all', '-an', '-ar', '-are', '-elt', '-ill', '-ore', '-ound']
5,9,['b-', 'f-', 'm-', 't-', 'w-'],['-ail', '-ake', '-all', '-an', '-ar', '-are', '-ill', '-old', '-ore']
5,9,['b-', 'f-', 'p-', 'sp-', 'w-'],['-an', '-ar', '-are', '-ear', '-elt', '-ill', '-in', '-it', '-ore']
5,9,['b-', 'f-', 'r-', 's-', 't-'],['-ail', '-ake', '-at', '-ear', '-ender', '-ill', '-oil', '-oot', '-unny']
5,9,['b-', 'f-', 's-', 'sp-', 't-'],['-ake', '-at', '-ear', '-ell', '-ender', '-ill', '-in', '-oil', '-ore']
5,9,['b-', 'f-', 's-', 't-', 'w-'],['-ail', '-ake', '-ear', '-ee', '-ell', '-ill', '-in', '-old', '-ore']
5,9,['b-', 'f-', 'sp-', 't-', 'w-'],['-ake', '-an', '-ar', '-are', '-ear', '-ell', '-ill', '-in', '-ore']
